ID,Name,Beschreibung,CannaWorld-Teil,Domäne/Kategorie,Empfänger/Rolle,Delivery-Typ,Input → Output,Beleg-Quelle,Reifegrad,AIHF-Bezug,Status
MP-008,Regulatorischer Monitor (4 Aktionen),"Regulatorisches Radar: liefert länderspezifische Import-Regularien, liest Regulatory-Updates aus DB, prüft Batch-Impact gegen aktuelle Regeln und führt AI-Scan via Anthropic durch.",Marketplace,Regulatory,Exporter/Admin,AI-gestützt,"In: action (get_current_regulations|get_updates|check_batch_impact|ai_scan) + optional batch_id; Out: Regulierungs-DB, Updates, Impact-Assessment","supabase/functions/marketplace-regulatory-monitor/index.ts – VALID_ACTIONS, CURRENT_REGULATIONS Konstante",live,nein,BELEGT
MP-009,Zielmarkt-Analyse,"Analysiert für einen Batch, welche Länder grün/gelb/rot sind (Exportierbarkeit), basierend auf Zertifizierung, Produktform und aktueller Regulierungsdatenbank für alle Länder mit legalem medizinischem Cannabis-Import.",Marketplace,Regulatory,Exporter,automatisiert,"In: Batch-Profil (certification, category, origin, THC/CBD); Out: Markt-Liste mit status und Exportierbarkeit","supabase/functions/marketplace-target-market-analysis/index.ts – analyzeMarkets(), exportable/conditional/blocked",live,nein,BELEGT
MP-010,Supply-Chain-Tracker (Batch-Tracking + RFC-3161-Timestamping),"Vollständiges Supply-Chain-Event-Tracking: registriert Events (pickup, checkpoint, customs, handover, temperature), erstellt RFC-3161-Timestamps via freeTSA.org, berechnet HMAC-Integrität, unterstützt EPCIS-Export und öffentliche Tracking-Token-Verifikation.",Marketplace,Logistics,Exporter/Importer/Logistik,automatisiert,"In: event_type + batch_id + Token (GET/POST); Out: signierte Events, RFC-3161-Token, EPCIS-Feed, Tracking-Status","supabase/functions/supply-chain-tracker/index.ts – getRFC3161Timestamp(), HMAC, epcis action, verify action",live,nein,BELEGT
MP-011,Carrier-Webhook (DHL/FedEx/UPS/DPD),"Empfängt und normalisiert Carrier-Webhooks von DHL, FedEx, UPS und DPD: mappt carrierspezifische Status-Codes auf interne Supply-Chain-Events, leitet Notifications aus.",Marketplace,Logistics,Platform/BackOffice,automatisiert,In: Carrier-Webhook-Payload (x-dhl-signature etc.); Out: normalisiertes Supply-Chain-Event in DB,"supabase/functions/carrier-webhook/index.ts – dhlEventMap, fedexEventMap, upsEventMap, dpdEventMap",live,nein,BELEGT
MP-012,Audit-Routen-Optimizer,Optimiert Auditor-Reiserouten: plant Besuchs-Reihenfolgen für Exporter-Standorte innerhalb eines konfigurierbaren Radius (default 50 km) basierend auf cw_auditor_schedules-Tabelle.,Marketplace,Trust/Audit,Auditor/Admin,automatisiert,In: auditor_id + route_radius_km + optional action; Out: optimierte Besuchsreihenfolge mit Metadaten,"supabase/functions/audit-route-optimizer/index.ts – cw_auditor_schedules, x-audit-route-secret",live,nein,BELEGT
MP-013,Carbon Footprint Calculator,"Berechnet CO2-Äquivalent-Fußabdruck pro Batch: aggregiert Einträge aus emission_factors-Tabelle nach Phasen, liefert Breakdown, per-kg-CO2e und Benchmark-Vergleich. Haversine-Distanzberechnung für Transport.",Marketplace,Regulatory,Exporter/Importer,automatisiert,"In: batch_id (GET ?action=summary|factors); Out: total_co2e_kg, Phasen-Breakdown, per_kg_co2e, benchmark_avg","supabase/functions/carbon-footprint/index.ts – Haversine, emission_factors, carbon_footprint_entries",live,nein,BELEGT
MP-014,Blockchain-Anchor auf Polygon,"Verankert Batch-Event-Hashes auf Polygon/Amoy via HashStore.sol: berechnet SHA-256-Kette über alle Supply-Chain-Events, schreibt On-Chain via viem. Unterstützt Mock-Modus wenn kein RPC-Key.",übergreifend,Trust/Audit,Exporter/Platform,automatisiert,"In: batch_id; Out: tx_hash, Polygonscan-URL, network, chain_hash","supabase/functions/blockchain-anchor/index.ts – HashStore.sol via viem, sha256hex, polygon/polygonAmoy",live,nein,BELEGT
MP-015,Qualitäts-Prognose (Shelf Life),"KI-Prognose (Anthropic) für Batch-Qualität und Haltbarkeitsdauer: analysiert THC, CBD, Zertifizierung, Herkunft, Verfallsdatum und liefert predicted_shelf_life_days + confidence_score.",Marketplace,Quality/GxP,Exporter/Importer,AI-gestützt,"In: batchId (UUID); Out: predicted_shelf_life_days, quality_indicators, confidence_score, AI-Reasoning",supabase/functions/quality-prediction/index.ts – Anthropic prompt mit Batch-Daten,live,nein,BELEGT
MP-016,Yield Finance Scorer,"Finanzrisiko-Scoring für Batches/Deals: bewertet Investment-Risk mit Grades A–E und Entscheidungen approve/review/decline basierend auf Compliance-Score, Preis, offiertem Preis, Zielmarkt-Abdeckung.",Marketplace,Trade,Importer/Platform,automatisiert,"In: batch_number, compliance_score, price, offered_price, target_markets; Out: risk_grade (A-E), decision, hard_blockers","supabase/functions/yield-finance-scorer/index.ts – riskGrade(), decision(), grade A≥85/B≥72/C≥58/D≥45/E",live,nein,BELEGT
MP-017,Autonomes Rechnungs-Engine (CannaLedger),"Vollautomatische Rechnungsstellung für abgeschlossene Trade-Requests: erstellt Invoices, Payment-Splits und Ledger-Transaktionen (invoice_issued, tax_accrual, payment_split). Idempotenz-gesichert. Nur für Status exporter_accepted/admin_approved/payment_pending/paid.",Marketplace,Billing,Exporter/Importer,automatisiert,"In: purchase_request_id + optional force; Out: invoice, payment_splits, ledger_transactions","supabase/functions/autonomous-billing-engine/index.ts – ledgerRows(), CannaLedger engine, invoices-Tabelle",live,nein,BELEGT
MP-018,Interner Billing-Router (5 Service-Features),"Payments-Orchestrator für gebührenpflichtige Plattform-Features: routet Kredit-Abbuchung oder Stripe-Checkout für 5 Features: ai-dossier (Trade Evidence Pack), dossier-generation (Trade Case Setup), gacp-gap-audit (Remote Auditor Review), eu-gmp-readiness-audit (Mock/On-site Review), document-review (Readiness Triage).",Marketplace,Billing,Exporter/Importer,automatisiert,In: feature key + payment_method (credits|stripe|auto) + Idempotency-Key; Out: Stripe-Checkout-URL oder Kredit-Abbuchungsbestätigung,supabase/functions/cw-internal-billing-router/index.ts – FEATURE_CATALOG mit 5 Einträgen,live,nein,BELEGT
MP-019,Rechnungs-Zahlung erstellen (Invoice Payment),"Erstellt Stripe-Checkout für manuelle Invoice-Zahlungen. Nutzt payment-provider-Shared-Module; unterstützt stripe, opn, 2c2p, adyen, bank_transfer, wise, manual (nur stripe implementiert).",Marketplace,Billing,Importer,automatisiert,In: invoice_id + provider; Out: Stripe-Checkout-Session-URL,"supabase/functions/create-invoice-payment/index.ts – recordPaymentProviderTransaction, assertProviderImplemented",live,nein,BELEGT
MP-020,Produkt-Kaufcheckout erstellen,"Erstellt Stripe-Checkout-Session für Batch-Einzelkauf (pay-per-use). Normalisiert Payment-Provider, loggt Provider-Transaction.",Marketplace,Billing,Importer,automatisiert,In: batch_id + amount + provider; Out: Stripe-Checkout-URL + Order-Record,"supabase/functions/create-purchase-checkout/index.ts – normalizePaymentProvider, recordPaymentProviderTransaction",live,nein,BELEGT
MP-021,Service-Zahlung erstellen (Post-Harvest etc.),"Erstellt Stripe-Checkout für einzelne Service-Buchungen (Post-Harvest-Services, Custom). Getrennte Funktion für service-spezifische Metadaten.",Marketplace,Billing,Exporter,automatisiert,In: service_type + amount; Out: Stripe-Checkout-URL,supabase/functions/create-service-payment/index.ts,live,nein,BELEGT
MP-022,Abonnement-Checkout erstellen,Erstellt Stripe-Checkout für Marketplace-Abonnements (Starter/Professional/Enterprise-Tiers). Speichert Provider-Subscription-ID.,Marketplace,Billing,Exporter/Importer,automatisiert,In: price_id + mode (subscription|payment); Out: Stripe-Checkout-URL,supabase/functions/create-subscription-checkout/index.ts – Stripe Subscription-Mode,live,nein,BELEGT
MP-023,Stripe-Webhook-Verarbeitung,"Verarbeitet Stripe-Events (checkout.session.completed, payment_intent.succeeded etc.): aktualisiert stripe_purchase_fulfillments und Payment-Provider-Transaktions-Status.",Marketplace,Billing,Platform/BackOffice,automatisiert,In: Stripe-Webhook-Event (signiert); Out: Fulfillment-Status-Update in DB,"supabase/functions/stripe-webhook/index.ts – stripe_purchase_fulfillments, markPaymentProviderTransaction",live,nein,BELEGT
MP-024,Zahlungsverifizierung (Checkout-Session),Verifiziert abgeschlossene Stripe-Checkout-Session nach Redirect: prüft Payment-Status und aktiviert erworbene Leistung.,Marketplace,Billing,Importer/Exporter,automatisiert,"In: session_id (JWT-Auth); Out: payment_status, fulfillment confirmation","supabase/functions/verify-payment/index.ts – Stripe, markPaymentProviderTransaction",live,nein,BELEGT
MP-025,Service-Zahlungsverifizierung,Verifiziert Service-spezifische Stripe-Session (batchId + serviceType): prüft ob korrekte Leistung bezahlt wurde und gibt Zugang frei.,Marketplace,Billing,Exporter,automatisiert,In: sessionId + batchId + serviceType (JWT-Auth); Out: verified boolean + service access,"supabase/functions/verify-service-payment/index.ts – sessionId, batchId, serviceType",live,nein,BELEGT
MP-026,Kunden-Portal (Stripe),"Generiert Stripe-Kunden-Portal-Link für Self-Service Abonnement-Management (Kündigung, Upgrade, Zahlungsmethode ändern).",Marketplace,Billing,Exporter/Importer,automatisiert,In: Bearer JWT; Out: Stripe-Portal-URL,supabase/functions/marketplace-customer-portal/index.ts – Stripe Customer Portal,live,nein,BELEGT
MP-027,Abonnement-Status-Check,Prüft aktives Stripe-Abonnement eines Users und bestimmt Tier (Starter/Professional/Enterprise) anhand Product-ID.,Marketplace,Billing,Frontend,automatisiert,"In: Bearer JWT; Out: subscribed bool, product_id, subscription_end",supabase/functions/marketplace-check-subscription/index.ts – Stripe customers + subscriptions list,live,nein,BELEGT
MP-028,Forex-Raten-Service,"Liefert aktuelle Wechselkurse (EUR/THB/USD) mit Cache: primär exchangerate-api.com, Fallback fixer.io, dann Hardcode-Fallback. Cacht in forex_cache-Tabelle.",Marketplace,Trade,Platform/Frontend,automatisiert,In: base_currency + symbols; Out: Raten-Map + Source,"supabase/functions/forex-rates/index.ts – forex_cache Tabelle, fetchRatesFromApi()",live,nein,BELEGT
MP-029,Dokument-Ablauf-Monitor,"Überwacht Ablaufdaten von GACP-Zertifikat, EU-GMP-Zertifikat, Thai-FDA-Exporterlaubnis und EU-Import-Autorisierung pro Batch: erstellt Alert-Events und suspendiert Batches bei Ablauf.",Marketplace,Quality/GxP,Exporter/Admin,automatisiert,"In: Cron/Trigger; Out: document_expired/critical/warning Events, Batch-Suspension","supabase/functions/document-expiry-check/index.ts – permit_gacp_expiry, permit_gmp_expiry, permit_thai_fda_expiry, permit_eu_import_expiry",live,nein,BELEGT
MP-030,Compliance-Routen-Konfigurator,"Bestimmt optimale Handelsroute für Batch basierend auf Produktform und Herkunft: wählt zwischen eu_extraction, pilot_validation und anderen Routen. Unterstützt Katalog, Quote und Save-Aktionen.",Marketplace,Regulatory,Exporter/Importer,automatisiert,"In: origin_country, destination_country, product_form, customer_type, preferred_route; Out: RouteKey + Quote","supabase/functions/compliance-route-configurator/index.ts – DEFAULT_BY_PRODUCT, isEuLikeCountry(), routeDirection()",live,nein,BELEGT
MP-031,Integrity Alert (Audit-Ketten-Bruch),Sendet Admin-Alarm und E-Mail wenn Audit-Kette eines Batches gebrochen ist (Tampering-Detection): schreibt Notification in DB und verschickt HTML-E-Mail mit Batch-Referenz.,Marketplace,Trust/Audit,Admin,automatisiert,In: batchId + batchNumber + brokenAt + verifiedEntries + totalEntries; Out: DB-Notification + E-Mail,"supabase/functions/integrity-alert/index.ts – notifications.insert, HTML-E-Mail mit dc2626-CTA",live,nein,BELEGT
MP-032,Legal Acceptance & Consent-Logging,"Protokolliert Annahme von Rechtsdokumenten (AGB, NDA, Service-Terms, DPA, AI-Processing, Marketing, Marketplace-Listing) mit Content-Hash-Verifikation und Versionierung. Unterstützt mehrere Dokumente + Consents in einer Transaktion.",Marketplace,Documents,Exporter/Importer,automatisiert,"In: documents[] + consents[] + contextType; Out: acceptanceIds[], consent records","supabase/functions/legal-acceptance/index.ts – legal_documents, acceptanceType enum",live,nein,BELEGT
MP-033,API-Key-Management (Marketplace),"Erstellt, listet und verwaltet API-Keys mit Scopes (auth_sync, cross_login, batch_status, compliance_check). Keys werden als SHA-256-Hash gespeichert. Admin-Rolle erforderlich für service-role-Operationen.",Marketplace,Platform/Identity,Admin/Partner,automatisiert,In: name + project_name + scopes + expires_at; Out: raw API-Key (einmalig) + Metadaten,"supabase/functions/manage-api-keys/index.ts – api_keys Tabelle, hashApiKey(), scopes",live,nein,BELEGT
MP-034,Admin-Rollen-Verwaltung (Marketplace),Prüft und verwaltet Admin-Rollen für Marketplace-User: verifiziert über user_roles-Tabelle ob Caller Admin ist.,Marketplace,Platform/Identity,Admin,automatisiert,In: Bearer JWT; Out: isAdmin boolean + role list,supabase/functions/marketplace-admin-roles/index.ts – user_roles.select(role),live,nein,BELEGT
MP-035,Cross-Login (SSO Magic-Link),"Generiert Magic-Links für Cross-Platform-SSO zwischen Cannaworld-Apps (Thailand, Marketplace, GMP-AICert): Token-basiert, leitet User zu Ziel-App weiter ohne Re-Login.",übergreifend,Platform/Identity,Alle Nutzer,automatisiert,In: Bearer JWT + target app; Out: login_url (Magic-Link) für Ziel-App,"supabase/functions/cross-login/index.ts – TARGET_URLS Record, generateLink via admin client",live,nein,BELEGT
MP-036,Cross-Platform-API (Sync-Orchestrator),"Koordiniert Cross-Platform-Datensynchronisation: Aktionen audit_sync, notify_sync, connection_status, regulatory_sync, compliance_sync. Rate-Limiting pro Action und Client-ID.",übergreifend,Platform/Identity,Partner-Systeme/Apps,automatisiert,In: action + API-Key; Out: Sync-Ergebnis + Status,"supabase/functions/cross-platform-api/index.ts – VALID_ACTIONS, RATE_LIMITS (audit_sync:30, notify_sync:15)",live,nein,BELEGT
MP-037,Auth-Sync (Willkommens-E-Mail + Profile-Sync),DB-Webhook-Handler für neue User-Registrierungen: sendet Willkommens-E-Mail via SMTP und synchronisiert User-Profile zwischen Apps. Reagiert auf auth.users INSERT.,Marketplace,Platform/Identity,Neue Nutzer,automatisiert,In: Supabase-Webhook-Payload (auth.users INSERT) oder action=welcome_email; Out: E-Mail + Profil-Sync,"supabase/functions/auth-sync/index.ts – welcome_email action, nodemailer SMTP",live,nein,BELEGT
MP-038,CRM-Integration (HubSpot),"Synchronisiert Marketplace-Kontakte (Leads, Importeure, Exporteure) mit HubSpot CRM: erstellt Companies, Contacts und Associations. Derzeit Mock-Mode (lokal gespeichert, kein echter HubSpot-Push solange kein API-Key).",Marketplace,Marketing/GTM,Sales/Admin,automatisiert,"In: company_name, contact_name, email, phone, country, contact_type; Out: HubSpot IDs (Mock: lokale IDs)","supabase/functions/crm-integration/index.ts – Mock-Mode Hinweis, syncContact(), HubSpot-Endpoints",im-Code,nein,BELEGT
MP-039,SAP-Integration (Goods Receipt / QM / Delivery Note),"Generiert SAP-kompatible XML/JSON-Exports für Goods Receipt (MIGO), Quality Certificate (QM01) und Delivery Note (VL01N): listet Export-Log, ermöglicht Download per ID.",Marketplace,Data/AI,Importer (SAP-Nutzer),automatisiert,In: action (generate_goods_receipt|generate_quality_certificate|generate_delivery_note|list|download) + batch_id; Out: XML/JSON-Datei + sap_export_log-Eintrag,"supabase/functions/sap-integration/index.ts – MIGO, QM01, VL01N Dokument-Typen",live,nein,BELEGT
MP-040,SAP S/4HANA OData Push,Pusht Daten direkt an SAP S/4HANA via OData v4 API mit CSRF-Token-Handshake. Unterstützt Field-Mapping-Transformationen aus sap_field_mappings-Tabelle. Fallback: Mock-Modus wenn SAP-URL fehlt.,Marketplace,Data/AI,Importer (SAP S/4HANA),automatisiert,"In: export_id; Out: sap_document_number, push-Status","supabase/functions/sap-s4hana/index.ts – generateOData(), pushOData(), OData v4 fetch",im-Code,nein,BELEGT
MP-041,Daten-Export (CSV/Multi-Entity),"Exportiert Marketplace-Daten als CSV: Batch-Events, Lab-Ergebnisse, Recalls, Rejections, Packaging, Samples – filterbar nach batch_id/shipment_id.",Marketplace,Data/AI,Exporter/Admin,automatisiert,In: action (batch_events|lab_results|recalls|rejections|packaging|samples) + filter; Out: CSV-Datei,"supabase/functions/data-export/index.ts – fetchBatchEvents, fetchLabResults, fetchPackaging, fetchSamples",live,nein,BELEGT
MP-042,Polygon-Mint Audit-Passport NFT,"Mintet ERC-721 Audit-Passport-NFT auf Polygon für verifizierte Batches: pinnt Metadaten (CoA-Hash, GACP/GMP-Audit, ShinrAi-Score) an IPFS via Pinata, ruft AuditPassport.mint() auf. Schreibt in audit_passport_nfts-Tabelle.",übergreifend,Trust/Audit,Exporter/Importer,automatisiert,"In: batch_id + recipient (Wallet-Adresse) via Bearer JWT; Out: token_id, tx_hash, ipfsURI, Polygonscan-URLs","supabase/functions/polygon-mint-passport/index.ts – AuditPassport.sol, Pinata IPFS, viem mint()",live,nein,BELEGT
MP-043,Batch-Token-Verifizierung (Öffentlich),"Öffentliche Echtheitsprüfung eines Batches via QR-Code-Token: liefert Batch-Profil (THC, CBD, Zertifizierung, Status, Compliance-Score) + Token-Metadaten (issued_at, verified_count, expires_at). Erhöht verified_count bei jedem Scan.",Marketplace,Trust/Audit,Endkunde/Apotheke/Behörde,automatisiert,In: token (String ≤100 Zeichen); Out: batch data + token metadata + carbon_footprint Summary,"supabase/functions/verify-batch-token/index.ts – batch_verification_tokens, verified_count increment",live,nein,BELEGT
MP-044,Service-Anfrage Notification (Email),"Sendet E-Mail-Benachrichtigung bei neuer Service-Anfrage: strukturierter HTML-Body mit service_type, company_name, email, phone, message, batch_reference an Team-E-Mail.",Marketplace,Support/BackOffice,CannaWorld-Team,automatisiert,In: service_type + company_name + contact_name + email + phone + message + batch_reference; Out: HTML-E-Mail,"supabase/functions/notify-service-inquiry/index.ts – nodemailer, service_type Feld",live,nein,BELEGT
MP-045,Marketplace-Benachrichtigungsmail (Event-Templates),"Sendet event-spezifische HTML-E-Mails: batch_created, batch_approved, batch_listed, post_harvest_requested, post_harvest_status_change, invoice_email, payment_received, onboarding_incomplete. Routing zu User oder Team-Mailbox.",Marketplace,Support/BackOffice,Exporter/Importer/Admin,automatisiert,In: event + recipient_email + event-spezifische Felder; Out: HTML-E-Mail via SMTP,"supabase/functions/marketplace-send-notification-email/index.ts – EmailEvent Union-Typ, eventTitles Map",live,nein,BELEGT
MP-046,SEO Indexing Notify (Google),Sendet URL-Update/Delete-Signale an Google Indexing API via OAuth2 Service-Account: beschleunigt Indexierung neuer Batch-Listings und Regulatory-Updates.,Marketplace,Marketing/GTM,Platform/SEO,automatisiert,In: urls[] + type (URL_UPDATED|URL_DELETED); Out: Google-API-Ergebnisse pro URL,"supabase/functions/indexing-notify/index.ts – googleapis.com/v3/urlNotifications:publish, OAuth2",live,nein,BELEGT
